"logger_id","station_name","tstamp","pyrgeometer_body_temperature_avg","pyrgeometer_body_temperature_max","pyrgeometer_body_temperature_min","pyrgeometer_body_temperature_stdev","pyrgeometer_body_temperature_count","dhi_solar_irradiance_avg","dhi_solar_irradiance_max","dhi_solar_irradiance_min","dhi_solar_irradiance_stdev","dhi_solar_irradiance_count","ghi_solar_irradiance_avg","ghi_solar_irradiance_max","ghi_solar_irradiance_min","ghi_solar_irradiance_stdev","ghi_solar_irradiance_count","eppley_tuvr_voltage_avg","eppley_tuvr_voltage_max","eppley_tuvr_voltage_min","eppley_tuvr_voltage_stdev","eppley_tuvr_voltage_count","dni_voltage_avg","dni_voltage_max","dni_voltage_min","dni_voltage_stdev","dni_voltage_count","pyrgeometer_voltage_avg","pyrgeometer_voltage_max","pyrgeometer_voltage_min","pyrgeometer_voltage_stdev","pyrgeometer_voltage_count","pyrgeometer_ein_solar_ir_avg","pyrgeometer_ein_solar_ir_max","pyrgeometer_ein_solar_ir_min","pyrgeometer_ein_solar_ir_stdev","pyrgeometer_ein_solar_ir_count","pyrgeometer_enet_solar_ir_avg","pyrgeometer_enet_solar_ir_max","pyrgeometer_enet_solar_ir_min","pyrgeometer_enet_solar_ir_stdev","pyrgeometer_enet_solar_ir_count","a1_avg","a1_max","a1_min","a1_stdev","a1_count","a2_avg","a2_max","a2_min","a2_stdev","a2_count","a3_avg","a3_max","a3_min","a3_stdev","a3_count","a4_avg","a4_max","a4_min","a4_stdev","a4_count","a5_avg","a5_max","a5_min","a5_stdev","a5_count","a6_avg","a6_max","a6_min","a6_stdev","a6_count","voltage_avg","voltage_max","voltage_min","current_avg","current_max","current_min","temp_avg","addr"
"D204045","Al Wakrah","2023-02-23 07:28:00+03",NULL,NULL,NULL,NULL,NULL,121.1798,121.5613,120.6458,0.2899,60,254.5508,256.4531,252.4857,1.1818,60,NULL,NULL,NULL,NULL,NULL,417.3184,419.5318,414.9312,1.3577,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5212,0.5216,0.5206,0.0003,60,0.6546,0.6565,0.6525,0.0012,60,0.8133,0.8155,0.8109,0.0014,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.74,26.77,26.72,30.9667,33,29,25,3845233
"D204045","Al Wakrah","2023-02-23 07:27:00+03",NULL,NULL,NULL,NULL,NULL,120.0557,120.6458,119.425,0.3679,60,250.3494,252.4857,248.5183,1.0361,60,NULL,NULL,NULL,NULL,NULL,411.8896,414.9312,410.3305,1.127,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5201,0.5206,0.5194,0.0004,60,0.6503,0.6525,0.6485,0.001,60,0.8079,0.8109,0.8063,0.0011,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.7,26.77,26.52,31.1667,35,31,24.1,3845229
"D204045","Al Wakrah","2023-02-23 07:26:00+03",NULL,NULL,NULL,NULL,NULL,118.8401,119.7302,118.2043,0.4063,60,246.5601,248.8235,244.5509,1.1506,60,NULL,NULL,NULL,NULL,NULL,407.7797,410.3305,405.1164,1.3711,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5188,0.5197,0.5182,0.0004,60,0.6466,0.6488,0.6446,0.0012,60,0.8038,0.8063,0.8011,0.0014,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.7,26.72,26.67,31.0333,35,29,24,3845225
"D204045","Al Wakrah","2023-02-23 07:25:00+03",NULL,NULL,NULL,NULL,NULL,117.8737,118.5095,117.2887,0.3431,60,243.1369,244.5509,241.4991,1.0436,60,NULL,NULL,NULL,NULL,NULL,404.6717,406.3433,402.6627,1.1029,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5179,0.5185,0.5173,0.0003,60,0.6431,0.6446,0.6415,0.001,60,0.8007,0.8023,0.7987,0.0011,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.68,26.72,26.67,31,35,29,24,3845221
"D204045","Al Wakrah","2023-02-23 07:24:00+03",NULL,NULL,NULL,NULL,NULL,116.8513,117.2887,116.3732,0.3045,60,239.612,241.4991,237.5317,1.1522,60,NULL,NULL,NULL,NULL,NULL,400.8531,403.2762,396.8352,2.0154,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5169,0.5173,0.5164,0.0003,60,0.6396,0.6415,0.6375,0.0012,60,0.7969,0.7993,0.7929,0.002,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.65,26.67,26.62,31.0333,35,29,24,3845217
"D204045","Al Wakrah","2023-02-23 07:23:00+03",NULL,NULL,NULL,NULL,NULL,115.8442,116.3732,115.4576,0.2966,60,235.431,237.5317,233.2591,1.1907,60,NULL,NULL,NULL,NULL,NULL,394.2793,396.8352,391.6211,1.6441,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5158,0.5164,0.5155,0.0003,60,0.6354,0.6375,0.6333,0.0012,60,0.7903,0.7929,0.7877,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.62,26.67,26.57,31.0333,33,31,24,3845213
"D204045","Al Wakrah","2023-02-23 07:22:00+03",NULL,NULL,NULL,NULL,NULL,114.6997,115.4576,114.2369,0.3103,60,231.5348,233.5643,229.5968,1.1277,60,NULL,NULL,NULL,NULL,NULL,389.4742,391.9278,386.1003,1.8062,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5147,0.5155,0.5142,0.0003,60,0.6315,0.6336,0.6296,0.0011,60,0.7855,0.788,0.7822,0.0018,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,26.62,26.57,31.0667,35,31,24,3845209
"D204045","Al Wakrah","2023-02-23 07:21:00+03",NULL,NULL,NULL,NULL,NULL,114.0182,114.5421,113.3213,0.3082,60,227.7963,229.5968,225.9346,1.1387,60,NULL,NULL,NULL,NULL,NULL,382.9719,386.7138,380.2728,1.7302,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.514,0.5145,0.5133,0.0003,60,0.6278,0.6296,0.6259,0.0011,60,0.7791,0.7828,0.7764,0.0017,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.57,26.62,26.52,31.0333,35,29,24,3845205
"D204045","Al Wakrah","2023-02-23 07:20:00+03",NULL,NULL,NULL,NULL,NULL,112.9348,113.6265,112.4058,0.2912,60,223.8085,225.9346,221.662,1.2564,60,NULL,NULL,NULL,NULL,NULL,377.9981,380.2728,375.0587,1.4965,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5129,0.5136,0.5124,0.0003,60,0.6238,0.6259,0.6217,0.0013,60,0.7741,0.7764,0.7712,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.55,26.57,26.52,31.0667,35,31,23.5,3845201
"D204045","Al Wakrah","2023-02-23 07:19:00+03",NULL,NULL,NULL,NULL,NULL,111.887,112.711,111.4902,0.3522,60,219.7394,221.662,218.6102,0.9507,60,NULL,NULL,NULL,NULL,NULL,372.6664,375.3655,371.3782,1.1976,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5119,0.5127,0.5115,0.0004,60,0.6197,0.6217,0.6186,0.001,60,0.7688,0.7715,0.7675,0.0012,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.52,26.57,26.47,31.0667,35,31,23,3845197
"D204045","Al Wakrah","2023-02-23 07:18:00+03",NULL,NULL,NULL,NULL,NULL,110.8748,111.4902,110.2695,0.3575,60,216.5807,218.6102,214.948,1.0718,60,NULL,NULL,NULL,NULL,NULL,369.7373,372.6051,367.6977,1.2949,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5109,0.5115,0.5103,0.0004,60,0.6166,0.6186,0.6149,0.0011,60,0.7659,0.7688,0.7639,0.0013,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.5,26.52,26.47,31.0333,35,29,23,3845193
"D204045","Al Wakrah","2023-02-23 07:17:00+03",NULL,NULL,NULL,NULL,NULL,109.771,110.2695,109.0487,0.3726,60,213.1626,214.948,211.2857,1.0266,60,NULL,NULL,NULL,NULL,NULL,366.3584,368.3111,364.3239,1.0579,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5098,0.5103,0.509,0.0004,60,0.6132,0.6149,0.6113,0.001,60,0.7625,0.7645,0.7605,0.0011,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.36,26.52,26.07,31.1,35,31,23,3845189
"D204045","Al Wakrah","2023-02-23 07:16:00+03",NULL,NULL,NULL,NULL,NULL,108.4282,109.3539,107.828,0.4351,60,209.2054,211.2857,207.6235,1.1287,60,NULL,NULL,NULL,NULL,NULL,361.7935,364.3239,358.8031,1.5978,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5084,0.5094,0.5078,0.0004,60,0.6092,0.6113,0.6076,0.0011,60,0.758,0.7605,0.755,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.44,26.52,26.37,31.0667,35,31,23,3845185
"D204045","Al Wakrah","2023-02-23 07:15:00+03",NULL,NULL,NULL,NULL,NULL,107.2329,108.1332,106.6073,0.4068,60,205.3753,207.6235,203.3509,1.2899,60,NULL,NULL,NULL,NULL,NULL,355.3781,359.1098,352.0554,2.0971,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5072,0.5081,0.5066,0.0004,60,0.6054,0.6076,0.6034,0.0013,60,0.7516,0.7553,0.7483,0.0021,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.29,26.37,26.22,31.0667,35,31,23,3845181
"D204045","Al Wakrah","2023-02-23 07:14:00+03",NULL,NULL,NULL,NULL,NULL,105.9308,106.6073,105.3865,0.3977,60,201.0315,203.0458,199.0783,1.1099,60,NULL,NULL,NULL,NULL,NULL,349.1775,352.0554,347.7615,1.1725,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5059,0.5066,0.5054,0.0004,60,0.601,0.603,0.5991,0.0011,60,0.7455,0.7483,0.744,0.0012,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.11,26.22,26.02,31.0667,35,31,23,3845177
"D204045","Al Wakrah","2023-02-23 07:13:00+03",NULL,NULL,NULL,NULL,NULL,104.7965,105.3865,103.8606,0.42,60,197.8169,199.3835,196.3317,0.819,60,NULL,NULL,NULL,NULL,NULL,346.3404,347.4548,345.6145,0.4922,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5048,0.5054,0.5039,0.0004,60,0.5978,0.5994,0.5963,0.0008,60,0.7426,0.7437,0.7419,0.0005,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.97,26.07,25.92,31.1,35,31,23,3845173
"D204045","Al Wakrah","2023-02-23 07:12:00+03",NULL,NULL,NULL,NULL,NULL,103.4028,103.8606,102.6398,0.3663,60,194.2869,196.0265,192.3643,1.09,60,NULL,NULL,NULL,NULL,NULL,343.3908,345.6145,340.4004,1.4415,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5034,0.5039,0.5026,0.0004,60,0.5943,0.596,0.5924,0.0011,60,0.7397,0.7419,0.7367,0.0014,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.88,25.97,25.82,31.0667,35,31,23,3845169
"D204045","Al Wakrah","2023-02-23 07:11:00+03",NULL,NULL,NULL,NULL,NULL,101.9939,102.945,101.1139,0.4356,60,189.8109,192.3643,187.7865,1.2564,60,NULL,NULL,NULL,NULL,NULL,336.8272,340.7071,333.9595,1.764,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.502,0.5029,0.5011,0.0004,60,0.5898,0.5924,0.5878,0.0013,60,0.7332,0.737,0.7303,0.0018,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.8,25.87,25.72,31.0667,35,31,22.1,3845165
"D204045","Al Wakrah","2023-02-23 07:10:00+03",NULL,NULL,NULL,NULL,NULL,100.9461,101.4191,100.5036,0.2346,60,186.1741,188.0917,184.7346,0.9669,60,NULL,NULL,NULL,NULL,NULL,332.0119,333.9595,329.0521,1.1748,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5009,0.5014,0.5005,0.0002,60,0.5862,0.5881,0.5847,0.001,60,0.7284,0.7303,0.7254,0.0012,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.74,25.77,25.67,31.1,35,31,22,3845161
"D204045","Al Wakrah","2023-02-23 07:09:00+03",NULL,NULL,NULL,NULL,NULL,100.0661,100.8087,99.588,0.3614,60,183.0154,184.7346,181.0724,0.9988,60,NULL,NULL,NULL,NULL,NULL,327.9735,330.5857,325.3716,1.641,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5001,0.5008,0.4996,0.0004,60,0.583,0.5847,0.5811,0.001,60,0.7244,0.727,0.7218,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.68,25.72,25.62,31.0667,35,31,22,3845157
"D204045","Al Wakrah","2023-02-23 07:08:00+03",NULL,NULL,NULL,NULL,NULL,98.8047,99.588,98.0621,0.37,60,179.2413,181.3776,177.4102,1.1773,60,NULL,NULL,NULL,NULL,NULL,322.8514,325.3716,320.4642,1.4552,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4988,0.4996,0.4981,0.0004,60,0.5792,0.5814,0.5774,0.0012,60,0.7193,0.7218,0.7169,0.0014,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.61,25.67,25.57,31.0667,35,31,22,3845153
"D204045","Al Wakrah","2023-02-23 07:07:00+03",NULL,NULL,NULL,NULL,NULL,97.4873,98.3673,96.5361,0.4804,60,175.4519,177.105,173.4428,1.1072,60,NULL,NULL,NULL,NULL,NULL,318.4143,320.4642,316.1702,1.2118,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4975,0.4984,0.4965,0.0005,60,0.5755,0.5771,0.5734,0.0011,60,0.7148,0.7169,0.7126,0.0012,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.43,25.57,25.17,31.1667,35,31,22,3845149
"D204045","Al Wakrah","2023-02-23 07:06:00+03",NULL,NULL,NULL,NULL,NULL,95.9716,96.8413,95.3154,0.4084,60,171.8507,173.4428,170.0858,0.9521,60,NULL,NULL,NULL,NULL,NULL,314.5907,316.4769,312.4897,0.9547,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.496,0.4968,0.4953,0.0004,60,0.5719,0.5734,0.5701,0.001,60,0.711,0.7129,0.7089,0.0009,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.44,25.52,25.37,31.1,35,31,22,3845145
"D204045","Al Wakrah","2023-02-23 07:05:00+03",NULL,NULL,NULL,NULL,NULL,94.7254,95.3154,94.0947,0.4124,60,167.8732,170.0858,165.8132,1.2331,60,NULL,NULL,NULL,NULL,NULL,308.5536,312.4897,304.5152,2.3353,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4947,0.4953,0.4941,0.0004,60,0.5679,0.5701,0.5658,0.0012,60,0.705,0.7089,0.701,0.0023,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.3,25.37,25.22,31.1667,35,31,22,3845141
"D204045","Al Wakrah","2023-02-23 07:04:00+03",NULL,NULL,NULL,NULL,NULL,93.525,94.0947,92.8739,0.3618,60,163.8956,165.8132,161.8458,1.1639,60,NULL,NULL,NULL,NULL,NULL,301.3408,304.2085,298.6877,1.7802,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4935,0.4941,0.4929,0.0004,60,0.5639,0.5658,0.5618,0.0012,60,0.6979,0.7007,0.6952,0.0018,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.13,25.22,25.02,31.2667,35,31,22,3845137
"D204045","Al Wakrah","2023-02-23 07:03:00+03",NULL,NULL,NULL,NULL,NULL,92.4416,92.8739,91.6532,0.3611,60,160.6861,161.8458,159.0991,0.8827,60,NULL,NULL,NULL,NULL,NULL,297.9363,298.9944,295.6206,0.8683,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4924,0.4929,0.4917,0.0004,60,0.5607,0.5618,0.5591,0.0009,60,0.6945,0.6955,0.6922,0.0009,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.96,25.07,24.87,31.3667,35,31,22,3845133
"D204045","Al Wakrah","2023-02-23 07:02:00+03",NULL,NULL,NULL,NULL,NULL,91.2005,91.9584,90.4324,0.4334,60,157.0187,158.7939,155.1317,1.0564,60,NULL,NULL,NULL,NULL,NULL,293.1362,295.6206,291.3266,1.2749,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4912,0.492,0.4904,0.0004,60,0.557,0.5588,0.5551,0.0011,60,0.6897,0.6922,0.6879,0.0013,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.82,24.92,24.72,32.1667,35,31,21.7,3845130
"D204045","Al Wakrah","2023-02-23 07:01:00+03",NULL,NULL,NULL,NULL,NULL,89.5169,90.4324,88.6013,0.5211,60,153.4074,155.1317,151.1643,1.241,60,NULL,NULL,NULL,NULL,NULL,289.5017,292.5535,286.726,1.6283,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4895,0.4904,0.4886,0.0005,60,0.5534,0.5551,0.5512,0.0012,60,0.6861,0.6891,0.6833,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.71,24.77,24.62,32.5,35,31,21,3845126
"D204045","Al Wakrah","2023-02-23 07:00:00+03",NULL,NULL,NULL,NULL,NULL,88.1232,88.9065,87.3806,0.4219,60,149.2976,151.1643,146.8917,1.2465,60,NULL,NULL,NULL,NULL,NULL,283.0761,286.726,277.8314,2.5864,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4881,0.4889,0.4874,0.0004,60,0.5493,0.5512,0.5469,0.0012,60,0.6797,0.6833,0.6745,0.0026,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.6,24.67,24.52,32.6667,37,31,21,3845122
"D204045","Al Wakrah","2023-02-23 06:59:00+03",NULL,NULL,NULL,NULL,NULL,86.7601,87.3806,85.8547,0.4529,60,144.8978,146.8917,143.2295,1.1032,60,NULL,NULL,NULL,NULL,NULL,274.8,278.1381,272.6173,1.5507,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4868,0.4874,0.4859,0.0005,60,0.5449,0.5469,0.5432,0.0011,60,0.6714,0.6748,0.6693,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.44,24.52,24.32,32.8667,37,31,21,3845118
"D204045","Al Wakrah","2023-02-23 06:58:00+03",NULL,NULL,NULL,NULL,NULL,85.3664,86.1599,84.6339,0.4873,60,141.3577,143.2295,139.2621,1.1425,60,NULL,NULL,NULL,NULL,NULL,270.276,272.6173,267.7099,1.618,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4854,0.4862,0.4846,0.0005,60,0.5414,0.5432,0.5393,0.0011,60,0.6669,0.6693,0.6644,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.26,24.38,24.18,32.9,37,31,21,3845114
"D204045","Al Wakrah","2023-02-23 06:57:00+03",NULL,NULL,NULL,NULL,NULL,83.8303,84.6339,83.108,0.4564,60,137.2834,139.2621,134.9895,1.1833,60,NULL,NULL,NULL,NULL,NULL,263.7789,267.7099,260.6555,1.9598,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4838,0.4846,0.4831,0.0005,60,0.5373,0.5393,0.535,0.0012,60,0.6605,0.6644,0.6574,0.002,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.1,24.18,24.03,33.0333,37,31,21,3845110
"D204045","Al Wakrah","2023-02-23 06:56:00+03",NULL,NULL,NULL,NULL,NULL,82.345,83.108,81.5821,0.4261,60,133.3008,134.9895,131.6324,1.1398,60,NULL,NULL,NULL,NULL,NULL,257.0057,260.6555,253.2945,2.0991,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4823,0.4831,0.4816,0.0004,60,0.5333,0.535,0.5316,0.0011,60,0.6537,0.6574,0.65,0.0021,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.04,24.08,23.98,33.1,37,31,21,3845106
"D204045","Al Wakrah","2023-02-23 06:55:00+03",NULL,NULL,NULL,NULL,NULL,81.0887,81.8873,80.0561,0.4901,60,129.4249,131.6324,127.3598,1.3313,60,NULL,NULL,NULL,NULL,NULL,247.5896,253.2945,243.173,3.1208,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4811,0.4819,0.4801,0.0005,60,0.5294,0.5316,0.5274,0.0013,60,0.6444,0.65,0.64,0.0031,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.97,24.03,23.93,33.0667,37,33,21,3845102
